,artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count,genres
6045,Dick Gregory,0.9452,0.5409999999999999,235680.0,0.6268,2.6164e-05,0.5414000000000001,-12.8252,0.9396,108.5114,0.6187999999999999,5.0,1,1,10,['black comedy']
6619,Dylan Thomas,0.7130000000000001,0.7259999999999999,139240.0,0.08505,6.1e-05,0.2175,-28.157,0.917,80.6515,0.201,3.0,2,1,4,['poetry']
7035,Elisabeth Schwarzkopf/Nicolai Gedda/Felix Kent/André von Mattoni/Philharmonia Orchestra/Otto Ackermann,0.664,0.6509999999999999,33253.0,0.0456,0.0,0.28,-33.947,0.921,100.259,0.6970000000000001,0.0,7,1,2,[]
7048,Elizabeth Bishop,0.9483333333333333,0.6796666666666668,87560.0,0.05423333333333333,5e-07,0.15066666666666664,-25.249666666666666,0.9403333333333334,109.45366666666666,0.44966666666666666,7.333333333333332,5,1,6,['poetry']
7404,Ernst H. Gombrich,0.21434862385321105,0.6752660550458718,337514.6422018349,0.3388899082568806,5.639174311926606e-06,0.2489311926605505,-18.085623853211,0.9450091743119264,101.74748623853206,0.6773761467889907,15.082568807339447,3,0,109,['reading']
7497,Eva Mattes,0.321,0.7385,251994.0,0.174,0.0,0.2475,-20.648000000000003,0.959,108.7225,0.318,10.5,3,1,4,[]
7710,Federico García Lorca,0.04791218181818182,0.6717045454545455,105227.54545454547,0.2184772727272727,6.590909090909091e-07,0.27258863636363617,-23.73234090909092,0.9301818181818192,99.03486363636364,0.6932727272727272,0.11363636363636365,1,1,88,[]
8026,Francis Blanche,0.942,0.527,747760.0,0.628,0.0,0.235,-14.286,0.964,78.035,0.29600000000000004,0.0,1,1,2,[]
8065,Frank Arnold,0.6911792452830184,0.6811084905660376,264736.0754716981,0.2089245283018868,5.389575471698115e-06,0.25833301886792426,-19.368523584905642,0.9555849056603776,106.1522028301887,0.4601933962264149,0.014150943396226415,4,1,424,['hoerspiel']
8168,Françoise Malettra,0.736,0.636,53027.0,0.494,0.0,0.101,-17.334,0.946,76.40100000000002,0.402,0.0,4,0,2,[]
8269,Friedrich Schiller,0.7816666666666666,0.6559999999999999,123766.66666666669,0.11833333333333332,1.483333333333333e-05,0.21633333333333327,-26.048000000000002,0.904,85.27999999999999,0.32233333333333336,0.0,5,0,6,['german literature']
8513,Gaston Bachelard,0.9670000000000001,0.6425,1150423.25,0.0655,0.0,0.2225,-19.34375,0.92325,86.33175,0.26,0.0,2,1,8,[]
8542,Gebrüder Grimm,0.7889,0.7060000000000002,132796.7,0.12802000000000005,0.0,0.4204000000000001,-25.8739,0.9035,92.74130000000002,0.5794000000000001,0.0,8,1,20,['kleine hoerspiel']
8615,George Bernard Shaw,0.7679999999999999,0.6796666666666665,146422.66666666663,0.2926666666666667,0.17223333333333332,0.2093333333333333,-17.975,0.9396666666666668,104.20433333333334,0.4716666666666667,0.0,5,1,6,[]
8622,George Carlin,0.7666000000000001,0.5546000000000001,319512.2,0.7694000000000001,0.0,0.7771999999999999,-13.18,0.92,84.52559999999998,0.3762,29.6,1,1,10,"['comedy', 'comic']"
8871,Gilbert Keith Chesterton,0.7090000000000001,0.625,127200.0,0.208,0.0,0.168,-13.133,0.92,78.408,0.375,0.0,5,1,2,[]
8970,Gisela Prugel,0.5254166666666666,0.6497500000000002,143735.08333333337,0.2723500000000001,0.0,0.3466666666666667,-21.630333333333336,0.9074166666666664,103.95425,0.5113333333333333,0.0,5,1,24,[]
9663,Harper Lee,0.321,0.7384999999999999,251994.0,0.174,0.0,0.2475,-20.648000000000003,0.959,108.7225,0.318,10.5,3,1,2,[]
9698,Harry S. Truman,0.983,0.596,1092041.0,0.463,0.0132,0.563,-17.151,0.926,101.245,0.397,0.0,6,1,2,['oratory']
10507,Isaac Asimov,0.988,0.537,1469283.0,0.59,3.4e-05,0.349,-11.85,0.92,86.54,0.35100000000000003,8.0,10,0,2,"['drama', 'oratory', 'reading']"
10619,J.C. Johnson,0.966,0.616,1415707.0,0.209,0.0,0.127,-16.566,0.902,76.418,0.34600000000000003,16.0,7,1,1,[]
10679,Jack Benny,0.99,0.551,579760.0,0.47,0.00495,0.916,-18.777,0.942,123.818,0.267,0.0,9,1,1,['drama']
10859,James Baldwin,0.425,0.6980000000000001,929026.5,0.08005,0.0,0.716,-21.259500000000006,0.9055,128.5095,0.3175,21.0,11,1,4,[]
11158,Jean Chevrier,0.8370000000000001,0.627,200507.0,0.222,0.0,0.157,-24.253,0.932,159.619,0.364,0.0,3,1,2,[]
11172,Jean Malaurie,0.7073333333333333,0.6583333333333333,384751.33333333326,0.3293333333333333,0.0,0.2433333333333333,-19.565666666666672,0.9353333333333332,90.849,0.4370000000000001,0.0,1,1,3,[]
11198,Jean-Luc Hees,0.8440000000000001,0.6409999999999999,707067.0,0.248,0.0,0.397,-21.685,0.932,88.984,0.507,0.0,1,1,2,[]
11234,Jeff Foxworthy,0.8213999999999999,0.4526,406957.6,0.7113999999999999,0.000136,0.8740000000000001,-13.7024,0.9048,105.992,0.12928,35.4,4,1,5,"['clean comedy', 'comedy', 'comic']"
11340,Jerry Clower,0.8728,0.6726999999999999,233529.5,0.4366,0.0,0.7763,-17.9355,0.9329000000000004,99.3048,0.5042000000000001,20.7,8,1,20,['clean comedy']
11534,Jimmy Larkin,0.966,0.616,1415707.0,0.209,0.0,0.127,-16.566,0.902,76.418,0.34600000000000003,16.0,7,1,1,[]
11660,Joe E. Brown,0.9765,0.65325,265033.5,0.534,0.0001984175,0.36475,-13.18425,0.9470000000000001,81.742,0.6015,0.0,3,1,4,[]
11896,John Mulaney,0.8727272727272727,0.5412727272727272,233180.63636363635,0.8013636363636363,0.0,0.8040909090909091,-6.766636363636363,0.9169090909090912,80.1561818181818,0.5750909090909089,42.18181818181818,4,1,22,"['comedy', 'comic']"
11909,John Pinette,0.8290000000000001,0.404,338880.0,0.847,0.0,0.738,-19.665,0.931,80.717,0.0649,39.0,9,1,2,"['clean comedy', 'comedy', 'comic']"
12106,Jonathan Winters,0.993,0.5589999999999999,362147.0,0.338,0.000949,0.74,-21.967,0.903,134.877,0.738,4.0,10,0,2,[]
12555,K. Sarangkapani,0.971,0.654,273531.0,0.414,0.000361,0.0697,-10.284,0.944,75.954,0.6509999999999999,0.0,8,1,2,[]
12772,Katharina Thalbach,0.5403846153846155,0.6746153846153848,343337.3076923077,0.31399999999999995,0.0003371884615384615,0.2700769230769231,-21.091769230769234,0.9349230769230772,100.7843076923077,0.5117692307692308,3.3076923076923075,6,1,26,[]
14207,Lionel Barrymore,0.99,0.767,29973.0,0.182,0.000155,0.121,-21.82,0.959,52.194,0.928,0.0,1,1,2,[]
14706,Louis Untermeyer,0.979,0.8170000000000001,73120.0,0.109,3.7e-05,0.374,-16.398,0.922,36.434,0.16899999999999998,2.0,10,1,2,['poetry']
15465,Margaret Walker,0.931,0.727,79280.0,0.127,0.0,0.16899999999999998,-15.99,0.927,119.65,0.396,0.0,6,0,2,[]
15499,Maria Casares,0.8,0.477,302943.0,0.325,0.0,0.189,-22.047,0.918,85.671,0.299,0.0,1,1,1,[]
15545,Marianne Moore,0.8794285714285713,0.6872857142857142,114594.0,0.07111428571428571,1.6571428571428569e-06,0.2754285714285714,-22.128285714285717,0.9014285714285716,101.50414285714285,0.2527142857142857,2.2857142857142856,11,0,14,['poetry']
15804,Mary Norton,0.5403846153846155,0.6746153846153846,343337.3076923077,0.3140000000000001,0.0003371884615384615,0.2700769230769231,-21.09176923076923,0.934923076923077,100.7843076923077,0.5117692307692308,3.3076923076923075,6,1,13,[]
16108,Mel Brooks,0.919,0.627,147880.0,0.334,0.0,0.101,-17.939,0.958,73.273,0.711,21.0,9,0,1,"['broadway', 'hollywood']"
16185,Merian C. Cooper,0.968,0.5489999999999999,2193058.0,0.705,8.58e-06,0.598,-10.911,0.946,58.262,0.253,0.0,9,1,2,[]
16440,Mike Birbiglia,0.875,0.52,391853.0,0.8320000000000001,0.0,0.535,-6.715,0.924,105.209,0.56,43.0,3,0,2,"['clean comedy', 'comedy', 'comic', 'new comedy']"
16480,Mike Wallace,0.946,0.768,56960.0,0.276,0.0,0.14,-15.772,0.908,64.275,0.57,6.0,8,1,1,[]
16649,Mitch Hedberg,0.8062000000000001,0.5039999999999999,132792.0,0.9208,6.04e-07,0.8354000000000001,-10.3066,0.9416,96.54620000000004,0.2194,40.4,2,1,10,"['comedy', 'comic']"
16931,Mr. Eric & Mr. Michael,0.914,0.688,107333.0,0.379,0.0,0.696,-10.432,0.914,93.017,0.406,57.0,11,1,2,[]
17010,Muriel Rukeyser,0.7959999999999999,0.617,97253.0,0.0539,0.0,0.195,-18.089,0.923,176.44299999999996,0.313,7.0,11,0,2,['poetry']
17470,Nick Swardson,0.7559999999999999,0.508,140587.0,0.882,0.0,0.875,-9.271,0.936,133.485,0.108,43.0,4,1,2,"['comedy', 'comic', 'new comedy']"
17553,Nikolai Gogol,0.6539999999999999,0.703,121000.0,0.2280000000000001,0.0,0.4380000000000001,-22.824,0.9359999999999999,77.6745,0.5840000000000001,0.0,10,1,4,[]
17912,Olivier Germain-Thomas,0.542,0.698,394160.0,0.246,0.0,0.232,-19.678,0.928,107.162,0.402,0.0,1,1,2,[]
18300,Pablo Francisco,0.821,0.469,220267.0,0.682,0.0,0.807,-17.088,0.925,78.405,0.285,41.0,6,1,2,"['comedy', 'latino comedy']"
18513,Patricia St. John,0.5151428571428569,0.6809642857142852,126353.23809523805,0.2905238095238095,5.289285714285714e-07,0.23253571428571426,-16.553119047619052,0.9417976190476188,105.37315476190477,0.40873809523809546,1.3333333333333333,5,1,168,[]
18718,Pedro & Man,0.8140000000000001,0.594,440533.0,0.5379999999999999,0.0,0.977,-15.962,0.914,124.954,0.248,22.0,8,1,2,"['corrido', 'deep regional mexican']"
18823,Pete Johnson,0.966,0.616,1415707.0,0.209,0.0,0.127,-16.566,0.902,76.418,0.34600000000000003,16.0,7,1,1,"['boogie-woogie', 'piano blues', 'ragtime', 'stride']"
19038,Pierre Dac,0.942,0.527,747760.0,0.628,0.0,0.235,-14.286,0.964,78.035,0.29600000000000004,0.0,1,1,1,[]
19042,Pierre Fresnay,0.979,0.5353333333333333,274142.0,0.6416666666666667,8.735e-05,0.5288333333333334,-13.013666666666666,0.9253333333333332,84.42383333333333,0.414,0.0,7,1,6,[]
19206,Porter W. Heaps,0.9755,0.6705000000000001,258327.0,0.5305,1.4335e-05,0.34700000000000003,-13.664000000000001,0.9490000000000001,89.861,0.604,0.0,3,1,4,[]
19989,René-Maurice Picard,0.9867142857142857,0.6747142857142858,310428.5,0.06693571428571429,0.060695909285714285,0.1162857142857143,-23.868142857142853,0.9080714285714284,96.64807142857143,0.3551428571428573,0.0,0,1,28,[]
20420,Robin Williams,0.8495526315789476,0.5623421052631579,210916.4736842105,0.6357631578947366,2.775368421052632e-05,0.8237631578947365,-17.561342105263144,0.9018684210526317,96.60728947368423,0.2744447368421052,23.605263157894736,1,1,76,"['comedy', 'comic']"
20452,Rod Temperton,0.38566666666666666,0.6659999999999999,219320.0,0.3216666666666667,0.0,0.4796666666666667,-16.042666666666666,0.9366666666666666,73.188,0.5726666666666665,30.33333333333333,6,1,3,[]
20462,Rodney Dangerfield,0.812,0.498,1171360.0,0.736,0.0,0.565,-14.779000000000002,0.95,83.932,0.242,23.0,5,1,2,"['comedy', 'comic']"
20747,Rudyard Kipling,0.6723333333333333,0.6233333333333333,145227.66666666663,0.17978333333333338,0.0,0.4938333333333333,-23.311833333333336,0.92,88.02116666666666,0.4674999999999999,0.0,7,1,12,[]
21444,Seweryn Goszczyński,0.7159078947368421,0.7008684210526318,116006.57894736846,0.2435131578947368,0.0,0.2160723684210525,-19.01631578947369,0.9494736842105256,102.5105263157895,0.6985131578947371,0.0,1,1,152,[]
21803,Sinclair Lewis,0.6911792452830191,0.6811084905660378,264736.0754716981,0.20892452830188687,5.389575471698114e-06,0.2583330188679246,-19.368523584905663,0.9555849056603772,106.15220283018866,0.4601933962264152,0.014150943396226415,4,1,212,[]
21847,Sista_Prod,0.65,0.736,154550.0,0.279,0.000312,0.246,-16.926,0.903,76.431,0.476,67.0,9,0,1,[]
21862,Six men cutting and singing,0.986,0.453,255093.0,0.443,0.00243,0.563,-13.748,0.923,82.62700000000002,0.745,0.0,6,1,2,[]
22085,Solo on pan-pipes of thirteen tubes,0.94,0.674,68907.0,0.0439,0.0,0.805,-23.712,0.906,100.557,0.7120000000000001,0.0,6,1,2,[]
22107,Sonia Sanchez,0.893,0.72,42333.0,0.106,0.0,0.119,-21.81,0.941,82.12799999999999,0.782,29.0,10,0,2,[]
22284,Spoken Word,0.9474,0.6454,584880.2,0.3312,9.54e-07,0.3788000000000001,-17.261200000000002,0.9059999999999999,98.1394,0.3922,11.6,7,1,5,[]
22429,Stefan Andres,0.921,0.574,120200.0,0.123,0.0,0.162,-23.641,0.936,171.732,0.355,0.0,2,0,2,[]
22431,Stefan Kaminski,0.39199218749999976,0.6812812499999997,456758.4375,0.3334609374999999,1.2765234375000004e-05,0.2713156250000001,-15.543,0.9462187499999998,106.4564765625,0.5232140625,15.5,10,0,256,['hoerspiel']
22583,Steven Wright,0.8188571428571431,0.4098571428571428,223516.1428571429,0.941857142857143,1.1328571428571429e-06,0.7597142857142856,-10.974571428571426,0.912857142857143,106.30000000000004,0.07382857142857142,27.0,1,1,14,"['clean comedy', 'comedy', 'comic']"
22695,Subvrbs,0.65,0.736,154550.0,0.279,0.000312,0.246,-16.926,0.903,76.431,0.476,67.0,9,0,2,[]
25025,Till Hagen,0.3919921875,0.6812812499999997,456758.4375,0.33346093749999994,1.2765234375e-05,0.27131562499999995,-15.542999999999996,0.9462187499999992,106.45647656249996,0.5232140625000001,15.5,10,0,128,[]
25273,Tony Hancock,0.988,0.532,1618320.0,0.267,0.00396,0.833,-22.491,0.931,77.945,0.386,9.0,1,1,2,['british comedy']
25314,Toon Hermans,0.963,0.513,265984.0,0.35100000000000003,0.0050100000000000006,0.8690000000000001,-20.663,0.917,74.063,0.682,10.0,9,1,2,"['dutch cabaret', 'vintage dutch pop']"
25536,Truman Capote,0.823,0.6890000000000001,111827.0,0.188,0.0,0.124,-19.039,0.951,82.979,0.362,1.0,11,0,2,[]
26039,Vincent Price,0.279,0.528,172360.0,0.453,0.0,0.593,-18.484,0.96,75.676,0.436,29.0,1,1,2,[]
26443,Wilhelm Hauff,0.6940000000000001,0.6695000000000001,128200.0,0.1767,0.0,0.532,-24.971999999999998,0.921,87.38550000000002,0.4225,0.0,7,1,4,"['german literature', 'hoerspiel']"
26477,William Carlos Williams,0.9866666666666668,0.765,60822.0,0.285,0.0003407666666666667,0.11633333333333333,-14.388,0.9306666666666666,70.71966666666667,0.4113333333333333,3.333333333333333,11,1,6,['poetry']
26617,Wolfgang Weyrauch,0.5660000000000001,0.655,1118786.0,0.14400000000000002,0.0,0.389,-22.394,0.945,76.64,0.456,0.0,1,1,2,[]
26982,Zack Fox,0.215,0.857,112800.0,0.446,0.0,0.0964,-12.778,0.902,100.122,0.327,63.0,1,1,1,['social media pop']
27065,Zofia Dromlewiczowa,0.5177604166666662,0.6983437499999997,111744.79166666669,0.2455520833333332,0.0,0.20458124999999994,-21.323666666666668,0.9456249999999994,108.92578124999996,0.5785312499999999,0.0,9,1,192,[]
27215,na Not Applicable,0.81,0.603,29360.0,0.3720000000000001,1.03e-06,0.508,-21.155,0.943,96.61,0.946,0.0,11,1,2,[]
27317,Γ.Καμβύσης,0.957,0.608,111530.0,0.3670000000000001,0.0,0.338,-14.795,0.942,61.605,0.669,0.0,11,0,1,[]
27386,Καίτη Βερώνη,0.989,0.655,102655.0,0.417,0.0,0.653,-11.602,0.946,68.006,0.568,0.0,4,1,2,[]
27460,Π.Μισιρλής,0.957,0.608,111530.0,0.3670000000000001,0.0,0.338,-14.795,0.942,61.605,0.669,0.0,11,0,1,[]
27469,Ρ.Αγγελίδου,0.957,0.608,111530.0,0.3670000000000001,0.0,0.338,-14.795,0.942,61.605,0.669,0.0,11,0,2,[]
27523,Эрих Мария Ремарк,0.12806490396927048,0.6922304737516012,115267.47119078106,0.2001501920614597,0.00031965262483994885,0.1933540332906528,-20.11801664532652,0.90790781049936,109.99582202304752,0.5854007682458392,0.0,0,1,1562,[]
27524,Эрнест Хемингуэй,0.3606110205761327,0.6966156378600837,116042.84609053498,0.1888440329218112,2.691358024691358e-05,0.3711933333333345,-18.239925925925924,0.9253690534979456,111.54178518518513,0.5862600823045249,0.0,11,1,2430,[]
