,artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count,genres
33,10 Years,0.0971232375,0.39925,208469.875,0.7516249999999999,0.00020406875,0.1507375,-5.071874999999999,0.0486125,147.91549999999995,0.318875,47.75,6,1,16,metal
34,"10,000 Maniacs",0.1922949999999999,0.5814545454545456,240081.7272727273,0.5603909090909093,0.008825840454545457,0.25349090909090904,-12.977181818181812,0.041177272727272736,118.97309090909096,0.5717727272727272,36.77272727272727,9,1,44,pop
35,100 gecs,0.2515,0.6695,120538.0,0.5660000000000001,0.0,0.377,-7.246,0.138,91.691,0.7689999999999999,63.5,6,1,2,pop
36,101 Strings Orchestra,0.6088333333333333,0.25486666666666663,178029.83333333337,0.3733333333333333,0.7838333333333329,0.17266666666666672,-13.427833333333336,0.03983333333333334,96.9241666666667,0.35253333333333337,26.16666666666667,9,1,12,adult standards
38,10cc,0.2626047619047619,0.5509523809523807,293338.5238095238,0.5470476190476189,0.005951061904761905,0.14787619047619044,-10.779809523809526,0.061561904761904776,118.9217142857143,0.5345714285714285,41.19047619047619,9,1,42,rock
39,11/5,0.27,0.929,182373.0,0.6609999999999999,1.52e-06,0.0879,-6.794,0.171,114.973,0.708,37.0,1,0,2,rap
40,112,0.1583938181818182,0.666072727272727,274580.8545454545,0.5204363636363636,0.00014367200000000002,0.14321272727272727,-8.024036363636364,0.09762363636363636,116.84376363636366,0.5327999999999999,48.32727272727273,0,1,55,pop
41,11:11,0.174,0.478,252540.0,0.555,1.1e-05,0.103,-7.6,0.111,128.72799999999998,0.139,57.0,5,0,2,pop
43,12 Stones,0.08026649999999999,0.3858333333333333,204280.16666666663,0.8888333333333334,2.733333333333333e-06,0.2492333333333333,-3.886999999999999,0.0693,138.6921666666667,0.4506666666666667,50.33333333333334,5,1,12,rock
47,1788-L,0.0739,0.522,172344.0,0.539,0.0,0.0664,-5.7410000000000005,0.0418,95.97,0.139,46.0,1,0,1,electro
48,18 Carat Affair,0.0318,0.599,98038.0,0.852,0.747,0.119,-7.575,0.0629,99.12,0.87,48.0,7,1,2,chill
49,1910 Fruitgum Company,0.4185,0.757,140750.0,0.60525,0.0007778500000000001,0.12425,-9.72575,0.044725,128.4975,0.8995,24.75,9,1,8,pop
50,1986 Omega Tribe,0.37801666666666667,0.6869999999999999,266824.33333333326,0.6208333333333333,0.004299419999999999,0.15556666666666666,-13.057166666666667,0.03243333333333333,123.03716666666666,0.8058333333333333,37.333333333333336,11,0,12,funk
51,1way Frank,0.735,0.7829999999999999,170867.0,0.38,1.58e-06,0.158,-8.507,0.0974,99.802,0.84,56.0,10,0,2,rap
52,2 Brothers On The 4th Floor,0.00328,0.701,263163.0,0.979,0.308,0.416,-4.8610000000000015,0.048,134.013,0.612,62.0,7,0,2,dance
53,2 Chainz,0.11121448979591836,0.7710918367346944,253278.40816326533,0.6424183673469387,0.0006208470408163262,0.20355510204081648,-6.024755102040817,0.22056530612244907,125.02639795918371,0.4502571428571428,57.94897959183673,1,1,98,rap
57,2 In A Room,0.0718,0.7809999999999999,244133.0,0.838,5.42e-06,0.0381,-13.943,0.0494,122.819,0.8490000000000001,29.0,2,1,2,house
58,2 LIVE CREW,0.05527785714285712,0.8840952380952375,229711.7142857143,0.6518571428571431,0.008597384761904761,0.404295238095238,-11.543666666666667,0.20082857142857136,126.13866666666664,0.6218571428571428,36.23809523809524,7,1,42,hip hop
59,2 Pistols,0.0043100000000000005,0.517,274053.0,0.747,0.0,0.345,-6.191,0.105,134.058,0.271,52.0,10,0,1,rap
60,2 Unlimited,0.027919166666666672,0.7216666666666667,247916.0,0.9241666666666668,0.1390149,0.10303333333333337,-11.458166666666667,0.05975,129.4381666666667,0.7163333333333334,49.0,6,1,12,dance
62,20 Fingers,0.0009065,0.8515,253013.0,0.82,0.33845000000000003,0.11065,-8.8545,0.0541,127.001,0.7765,50.0,0,1,2,house
63,20/20,0.000236,0.458,257733.0,0.541,0.00183,0.0371,-12.130999999999998,0.0485,133.57299999999998,0.5770000000000001,24.0,2,1,2,hip hop
67,21 Savage,0.1237767341772152,0.7918860759493672,225374.55696202532,0.551607594936709,0.015091409493670884,0.17880759493670892,-7.41145569620253,0.2842911392405064,124.41951898734176,0.33221645569620256,66.20253164556962,1,1,79,rap
69,22Gz,0.281,0.83,190746.0,0.574,0.0,0.124,-6.892,0.701,143.892,0.5379999999999999,70.0,11,1,2,rap
70,24 Horas,0.206,0.8140000000000001,230267.0,0.68,0.0,0.101,-6.928,0.043,126.976,0.963,46.0,7,0,2,latin
71,24hrs,0.05980000000000001,0.5405,197806.5,0.74,0.0,0.12435,-5.4345,0.18005000000000002,117.9925,0.34,67.5,1,1,4,rap
72,24kGoldn,0.11826941176470593,0.7315882352941177,163177.41176470587,0.6812352941176469,1.627058823529412e-06,0.15999999999999998,-5.403823529411764,0.12376470588235294,131.31911764705882,0.5668235294117645,69.47058823529412,0,0,17,rap
73,27CLUB,0.428,0.514,155893.0,0.7120000000000001,8.77e-06,0.112,-7.2810000000000015,0.334,76.393,0.487,70.0,2,1,2,emo
74,2Baba,0.0158,0.591,283000.0,0.602,0.0,0.278,-7.483,0.386,147.957,0.355,0.0,1,1,2,pop
75,2CELLOS,0.603,0.5864999999999999,253046.5,0.499,0.4298400000000001,0.149,-8.705,0.04035,122.251,0.6005,58.5,2,1,4,pop
77,2NE1,0.0076700000000000015,0.8190000000000001,208731.0,0.8440000000000001,0.00834,0.056,-3.739,0.038,127.997,0.687,64.0,0,1,2,pop
78,2Pac,0.13185150853242314,0.7769078498293513,262092.32081911265,0.7081774744027309,0.007405551774744028,0.2241467576791808,-7.006529010238911,0.22346348122866894,107.15816382252571,0.6101433447098976,49.08532423208191,1,1,293,rap
81,2nd Chapter Of Acts,0.6054999999999999,0.4330000000000001,169067.0,0.3765,0.0,0.1148,-11.488499999999998,0.0277,89.17299999999999,0.4420000000000001,28.5,1,1,4,rock
83,2nd II None,0.03820444444444445,0.9122222222222224,225997.1111111111,0.5361111111111111,1.1244444444444444e-06,0.2551111111111111,-12.021222222222226,0.18837777777777776,103.67533333333333,0.8004444444444444,35.333333333333336,6,0,9,rap
84,2nd South Carolina String Band,0.5895,0.5515,345866.5,0.639,8.15e-07,0.2195,-7.9145,0.046250000000000006,103.9895,0.6224999999999999,39.5,2,1,4,country
85,3 Doors Down,0.03847817454545454,0.503,232900.1090909091,0.7926727272727272,0.00612995145454545,0.15785090909090913,-5.679090909090909,0.037990909090909096,128.84419999999997,0.4451818181818182,49.72727272727273,7,1,55,metal
86,3 Inches Of Blood,6.4e-05,0.3670000000000001,271160.0,0.961,0.00119,0.11,-3.1860000000000004,0.0807,97.0,0.237,46.0,9,0,2,metal
90,311,0.022413531147540973,0.6188688524590163,205666.0,0.8200655737704922,0.012122383442622956,0.16602459016393445,-7.354754098360658,0.06582459016393448,132.57375409836072,0.6162065573770488,40.32786885245904,9,1,122,rock
92,36 Crazyfists,0.00119,0.585,198600.0,0.931,2.46e-05,0.115,-4.843,0.0847,160.079,0.8140000000000001,52.0,0,1,2,metal
93,38 Special,0.0328747711111111,0.5251555555555554,256027.8,0.6304,0.025745799333333333,0.12511777777777774,-11.429977777777774,0.03260222222222224,125.27055555555555,0.7732666666666664,32.28888888888889,0,1,90,rock
94,3BallMTY,0.213,0.792,193533.0,0.916,3.11e-05,0.061,-5.01,0.0685,131.895,0.966,57.0,9,1,1,indie
95,3LAU,0.1013,0.5335000000000001,201705.0,0.7705,3.46e-05,0.227,-4.26,0.0566,115.00200000000001,0.268,58.0,3,1,2,electro
96,3LW,0.0558,0.7177999999999999,272055.8,0.7196,2.168e-05,0.15058,-5.9238,0.11084000000000001,129.6848,0.6678000000000001,49.2,6,0,5,pop
97,3OH!3,0.020766,0.6837500000000001,193600.85,0.7931999999999999,4.4469e-05,0.3171500000000001,-3.92975,0.17853000000000002,125.77265,0.5496499999999999,53.7,5,1,20,pop
98,3T,0.3496666666666666,0.6696666666666666,320777.66666666674,0.43566666666666665,0.00015096666666666666,0.33066666666666666,-11.056000000000004,0.0342,113.09100000000001,0.4793333333333334,45.33333333333334,10,0,3,electro
99,3X Krazy,0.0165,0.7190000000000001,358467.0,0.6859999999999999,0.0,0.236,-4.169,0.0829,95.19,0.49,47.0,10,0,2,rap
100,3rd Bass,0.099428,0.7996000000000001,272712.6,0.6826000000000001,8.380000000000003e-05,0.14053999999999994,-13.5126,0.2478,124.1922,0.5268,30.0,2,1,10,hip hop
101,3rd Strike,0.0075,0.444,249827.0,0.8590000000000001,4.320000000000001e-05,0.24,-4.962,0.0484,99.655,0.394,38.0,2,1,2,metal
103,4 Non Blondes,0.18415,0.5286666666666666,239673.33333333328,0.57,5.1e-07,0.12663333333333335,-10.100499999999998,0.03825,117.87649999999998,0.44616666666666654,48.0,7,1,12,pop
104,4 P.M.,0.7490000000000001,0.363,162093.0,0.388,0.0,0.363,-8.607999999999999,0.034,76.09899999999998,0.348,37.0,11,0,2,rock
105,4 Skins,0.0104,0.2655,158007.0,0.9295,2.605e-06,0.6154999999999999,-4.7330000000000005,0.125,154.4345,0.4985000000000001,35.5,11,0,4,punk
106,4 Strings,0.00213,0.617,190427.0,0.79,0.0455,0.159,-6.983,0.0365,138.004,0.267,56.0,3,0,2,house
108,42 Dugg,0.2332,0.8775999999999999,175701.0,0.5650000000000001,0.0,0.09664,-5.2062,0.31599999999999995,127.28759999999996,0.4086,71.0,10,0,5,rap
109,420 Unlovable,0.34700000000000003,0.954,166635.0,0.58,1.87e-06,0.134,-8.924,0.3670000000000001,128.003,0.48,60.0,7,1,1,rap
110,42nd Street Ensemble,0.8240000000000001,0.343,349338.0,0.434,0.00236303,0.17056666666666664,-13.260666666666665,0.2211666666666668,111.19233333333334,0.31000000000000005,17.333333333333332,0,1,6,broadway
112,45 Grave,0.021413,0.4383333333333334,177489.0,0.7636666666666666,0.23566928,0.12070000000000004,-8.350666666666667,0.07573333333333332,149.72866666666667,0.5576666666666666,27.66666666666667,10,0,6,rock
113,4B,0.00441,0.63,224052.0,0.851,0.0218,0.0939,-4.61,0.319,150.054,0.573,54.0,1,1,1,electro
114,4Him,0.2823333333333333,0.4763333333333333,290636.33333333326,0.4873333333333333,0.0015737833333333336,0.11133333333333334,-10.056333333333336,0.03013333333333333,111.23966666666668,0.31166666666666665,32.666666666666664,4,1,6,rock
115,4Minute,0.00589,0.54,192400.0,0.929,4.01e-06,0.424,-2.6460000000000004,0.278,176.023,0.624,61.0,7,1,2,pop
116,5 Seconds of Summer,0.05982723404255321,0.5467553191489358,197841.24468085106,0.8077553191489362,1.1071702127659571e-05,0.17727021276595745,-4.4014574468085135,0.08325319148936171,137.15309574468077,0.5310000000000002,61.92553191489362,2,1,94,pop
117,50 Cent,0.12739586826347302,0.6924850299401202,233712.45508982035,0.761335329341317,0.0005839498802395213,0.19189401197604788,-4.1007125748503,0.2641730538922157,105.66044910179636,0.5887005988023949,52.197604790419156,1,1,167,hip hop
118,504 Boyz,0.011873333333333336,0.8236666666666665,213458.33333333328,0.6523333333333333,0.0,0.2746666666666666,-7.742333333333333,0.26533333333333337,140.03566666666669,0.4596666666666666,43.66666666666666,7,1,6,rap
120,54-40,0.29100000000000004,0.669,166827.0,0.645,9.4e-06,0.132,-11.036,0.0305,119.179,0.929,45.0,0,1,2,indie
121,5th Ward Boyz,0.158,0.8420000000000001,352173.0,0.336,0.0,0.256,-8.227,0.379,78.001,0.599,36.0,4,0,1,rap
122,6 Dogs,0.224,0.748,171907.0,0.66,0.053,0.101,-4.704,0.0487,137.033,0.328,68.0,6,1,2,rap
123,645AR,0.038,0.8640000000000001,91200.0,0.613,0.0,0.123,-6.505,0.7809999999999999,150.067,0.16899999999999998,68.0,2,1,2,rap
125,6LACK,0.32181647058823537,0.6363725490196079,216116.82352941172,0.50921568627451,0.002125963921568628,0.1191803921568628,-8.32435294117647,0.1682235294117647,118.1979803921568,0.31049411764705875,65.11764705882354,0,1,51,rap
126,6cyclemind,0.443,0.7175,295993.0,0.4735,0.00158574,0.131,-8.5365,0.03095,97.2875,0.47,57.5,3,1,4,rock
127,6ix9ine,0.10076666666666664,0.7369333333333334,159113.53333333333,0.6750666666666665,3.241566666666666e-05,0.1473866666666667,-5.5027333333333335,0.23430333333333336,129.4227,0.4546333333333333,69.86666666666666,1,1,30,emo
129,7 Seconds,1.18e-05,0.451,189200.0,0.908,0.008879999999999999,0.155,-11.616,0.0627,103.893,0.398,30.0,1,0,2,hardcore
131,702,0.19722222222222224,0.74,255970.2222222223,0.6112222222222221,0.0043241266666666665,0.16442222222222222,-8.152000000000001,0.06581111111111111,99.07011111111113,0.5900000000000001,51.88888888888889,10,1,9,swing
133,7eventh Time Down,0.00964,0.58,176616.0,0.884,1.5e-06,0.116,-4.3580000000000005,0.0381,105.927,0.464,54.0,6,1,2,rock
134,808 State,0.007925,0.55,287607.0,0.7530000000000001,0.5615,0.09715,-12.2185,0.0538,128.4685,0.517,45.5,8,1,4,house
135,88-Keys,0.13795,0.649,195875.5,0.6435,5.35e-07,0.42100000000000004,-5.6370000000000005,0.28,122.3495,0.5,54.5,1,1,2,hip hop
136,88GLAM,0.0166,0.764,180813.0,0.672,1.06e-06,0.103,-4.274,0.0655,150.02100000000004,0.594,74.0,6,0,2,rap
137,88rising,0.38932857142857147,0.5999999999999999,200515.57142857145,0.5301428571428571,0.00021260142857142857,0.17541428571428572,-8.089,0.10104285714285714,119.28357142857142,0.3888571428571429,67.14285714285714,7,1,7,hip hop
138,8Ball,0.06890714285714286,0.7885,280319.14285714284,0.6619285714285715,0.0005572821428571428,0.2342142857142857,-6.577428571428569,0.1915357142857143,119.92014285714286,0.5388571428571429,41.57142857142857,1,1,14,rap
139,8Ball & MJG,0.04621600000000002,0.7445999999999998,304293.26666666666,0.6966666666666668,0.0,0.2445733333333333,-6.984466666666664,0.2288933333333333,132.35866666666664,0.5769999999999998,39.93333333333333,11,1,15,rap
143,93FEETOFSMOKE,0.139,0.816,148140.0,0.5770000000000001,0.0,0.0827,-5.9979999999999976,0.41,171.028,0.459,68.0,1,1,1,rap
145,98º,0.3320333333333334,0.6227222222222223,250988.1111111111,0.5854444444444442,3.944444444444445e-07,0.1166388888888889,-8.166611111111113,0.04256111111111112,103.3227777777778,0.4311666666666667,49.83333333333334,10,1,18,dance
148,999,0.030186666666666667,0.5960000000000001,217075.33333333328,0.6309999999999999,0.28266758333333336,0.1723,-9.655333333333337,0.0489,132.09066666666666,0.5146666666666667,33.333333333333336,2,1,6,punk
149,9lokknine,0.033133333333333334,0.8643333333333335,181220.0,0.544,0.0,0.1746,-8.401333333333334,0.2726666666666667,90.15666666666664,0.5209999999999999,71.33333333333333,0,0,6,rap
150,9tails,0.404,0.711,217182.0,0.545,0.0,0.122,-6.81,0.0322,108.02,0.345,67.0,11,1,2,emo
151,9th Wonder,0.23200000000000004,0.685,259060.0,0.518,0.00075566,0.13955,-8.679,0.228,90.4195,0.5295,49.5,7,1,4,hip hop
152,? & The Mysterians,0.2126336363636364,0.6305454545454545,145557.63636363635,0.6926363636363637,0.20765986272727274,0.1497818181818182,-8.167636363636364,0.0419,115.79354545454548,0.806181818181818,24.181818181818183,2,1,22,punk
153,?uestlove,0.198,0.885,307120.0,0.598,0.0,0.384,-6.6629999999999985,0.3720000000000001,95.402,0.779,41.0,6,1,2,rap
154,A,0.000819,0.259,223267.0,0.899,0.0,0.512,-5.948,0.0793,176.68599999999995,0.379,48.0,2,1,2,pop
155,A Boogie Wit da Hoodie,0.2630172549019608,0.7114803921568633,192163.41176470587,0.6233039215686271,1.2584313725490196e-06,0.1618480392156862,-6.769333333333331,0.2187441176470588,120.12834313725484,0.4987745098039216,65.23529411764707,5,0,102,rap
156,A Certain Ratio,0.132125,0.695,344633.0,0.933,0.4573,0.07475,-7.848000000000001,0.06309999999999999,125.9155,0.5820000000000001,28.5,2,1,4,punk
157,A Change of Pace,0.0011,0.528,183893.0,0.946,1.4e-06,0.0655,-4.874,0.0704,133.07399999999998,0.718,43.0,9,1,2,pop
158,A Day To Remember,0.025386785185185192,0.4001111111111109,207685.92592592593,0.9187407407407404,8.732481481481482e-05,0.2866444444444444,-4.4358518518518535,0.11256481481481484,144.30462962962963,0.4547037037037036,53.0925925925926,0,1,108,metal
159,A Fine Frenzy,0.947,0.5489999999999999,268800.0,0.24,0.0,0.106,-7.778,0.0338,119.58,0.16699999999999998,53.0,0,1,2,pop
160,A Flock Of Seagulls,0.02664142000000001,0.5104499999999998,248003.4,0.7368500000000002,0.4476904999999999,0.20853000000000002,-9.126299999999997,0.03744499999999999,145.3544,0.6901999999999997,42.5,2,1,40,pop
162,A Great Big World,0.6257999999999999,0.4695,243813.5,0.374625,0.00020144249999999995,0.113625,-8.296750000000001,0.043625,119.454125,0.22724999999999995,58.25,2,1,8,rock
163,A Guy Called Gerald,0.03,0.6829999999999999,267107.0,0.789,0.0105,0.0724,-9.034,0.0602,119.504,0.657,46.0,2,1,2,house
164,A Heart Beats,0.8540000000000001,0.507,146173.0,0.255,0.0,0.172,-11.857,0.0651,97.231,0.438,37.0,7,1,2,blues
166,A L E X,0.8690000000000001,0.82,182869.0,0.281,0.961,0.0925,-15.194,0.0802,104.988,0.62,63.0,8,0,1,chill
167,A Perfect Circle,0.10908790847457628,0.5195254237288136,251080.3898305085,0.6225203389830508,0.29663830508474576,0.13586440677966094,-9.763203389830508,0.055608474576271216,124.47710169491523,0.2562779661016949,49.135593220338976,6,1,59,rock
168,A R I Z O N A,0.17956923076923076,0.6550769230769229,190651.3076923077,0.6490000000000001,0.0548137876923077,0.11733846153846154,-7.372307692307691,0.051307692307692304,103.91592307692306,0.3476153846153847,65.07692307692308,0,1,13,pop
169,A Rocket To The Moon,0.16170000000000004,0.37433333333333335,203679.66666666663,0.6869999999999999,0.0,0.14733333333333332,-3.1536666666666666,0.03016666666666666,168.2976666666667,0.3613333333333333,57.33333333333334,11,1,6,pop
170,A Skylit Drive,0.00121075,0.25275000000000003,210366.75,0.9275,0.00035039500000000004,0.2539,-3.4232500000000003,0.094425,123.785,0.30600000000000005,44.5,10,1,8,metal
171,A Static Lullaby,3.01e-05,0.555,200240.0,0.98,4.38e-05,0.0661,-6.063,0.154,143.005,0.37,48.0,8,1,2,hardcore
172,A Taste Of Honey,0.326025,0.75475,280870.0,0.5387500000000001,0.000627475,0.121125,-9.2815,0.057625,126.93325,0.7490000000000001,45.5,2,0,8,disco
173,A Thousand Horses,0.0349,0.433,219080.0,0.7759999999999999,0.00023,0.387,-5.53,0.029,149.641,0.424,55.0,7,1,2,country
174,A Touch Of Class,0.31425000000000003,0.6755,181186.5,0.91725,0.033055,0.11875,-6.0317500000000015,0.030325,128.45600000000002,0.605,64.75,9,0,4,dance
177,A Tribe Called Quest,0.160467397260274,0.8256712328767121,224595.15068493152,0.5687465753424661,0.0510883487671233,0.21556849315068505,-9.590739726027392,0.26993150684931505,97.58699999999996,0.6966164383561642,46.06164383561644,11,1,146,hip hop
178,A Tribe Called Red,0.023,0.6579999999999999,219853.0,0.573,0.0613,0.0981,-5.408,0.107,133.442,0.583,51.0,3,0,2,hip hop
179,A Winged Victory for the Sullen,0.767,0.0804,266840.0,0.0836,0.853,0.119,-21.007,0.04,82.14,0.0498,45.0,11,1,2,classical
180,A$AP ANT,0.10145,0.8305,247553.5,0.614,0.0,0.30615,-5.6635,0.1577,127.49,0.4320000000000001,57.5,11,1,2,hip hop
181,A$AP Ferg,0.11237760000000001,0.76035,214487.225,0.718825,4.479250000000001e-06,0.2365224999999999,-5.194149999999999,0.21045,130.258875,0.3902,61.325,1,1,40,hip hop
182,A$AP Mob,0.23123,0.7787,239786.2,0.7157000000000001,1.6540000000000004e-06,0.19892000000000004,-5.9061,0.25684,127.99009999999998,0.4691000000000001,59.3,8,1,10,rap
183,A$AP NAST,0.14300000000000002,0.79,229144.0,0.7306666666666667,0.0,0.1371,-5.098333333333334,0.2491333333333333,121.66966666666669,0.6190000000000001,55.66666666666666,11,1,3,hip hop
184,A$AP Rocky,0.18840432110091754,0.6717064220183485,218011.59633027524,0.6600642201834865,0.02477139183486239,0.228302752293578,-7.082477064220183,0.2012899082568807,126.5779174311927,0.4022036697247709,62.6605504587156,1,1,109,hip hop
185,A$AP Twelvyy,0.20681666666666665,0.7404999999999999,227795.0,0.7098333333333334,0.0,0.2668833333333333,-6.400666666666666,0.27440000000000003,128.84266666666664,0.4691666666666667,55.5,11,1,6,hip hop
186,A*M*E,0.000607,0.621,171213.0,0.84,0.00188,0.6559999999999999,-5.52,0.064,123.266,0.496,61.0,5,0,2,reggae
187,A*Teens,0.043089999999999996,0.7170000000000001,202773.66666666663,0.879,0.009303333333333332,0.2574333333333333,-5.705666666666668,0.03656666666666667,124.99666666666668,0.789,44.33333333333334,4,1,6,dance
188,A-Lin,0.583,0.399,285547.0,0.512,0.0,0.104,-5.801,0.0357,133.175,0.197,60.0,8,1,2,worship
189,A-Mei Chang,0.29,0.542,318333.0,0.38,0.0,0.409,-11.702,0.0366,123.971,0.138,51.0,10,1,2,pop
190,A-Trak,0.009398,0.7048,287949.6,0.7302000000000001,0.1555734,0.17292000000000002,-3.6818,0.13291999999999998,131.18480000000002,0.8042,55.4,1,0,5,banda
192,A. Jaziukevičius,0.973,0.339,193773.0,0.121,0.0,0.63,-15.457,0.0311,105.446,0.16399999999999998,1.0,9,1,2,folk
193,A. L. Lloyd,0.968,0.5765,220446.5,0.2,4.85e-05,0.157,-12.4645,0.06465,133.2625,0.5325,11.0,6,1,2,broadway
195,A. M. Rajah,0.8835,0.5559499999999999,189582.25,0.4897500000000001,0.2524616235,0.213195,-9.42375,0.10973499999999999,130.84785,0.8647999999999998,4.4,6,1,20,pop
202,A. R. Qureshi,0.992,0.6332499999999999,174145.125,0.31649999999999995,0.5655000000000001,0.36325,-11.053249999999998,0.180775,140.76712500000005,0.7826250000000001,0.0,8,1,16,classical
206,A.C. Reed,0.202,0.501,258227.0,0.44,0.00145,0.107,-14.466,0.0372,82.48899999999998,0.868,32.0,9,1,2,blues
208,A.CHAL,0.494,0.7340000000000001,165214.0,0.472,0.00293,0.102,-8.192,0.306,190.011,0.387,65.0,1,0,2,rap
212,A.R. Kane,0.119,0.581,308227.0,0.831,0.00196,0.0497,-10.862,0.0357,117.035,0.857,26.0,9,0,2,pop
213,A.R. Rahman,0.3499033333333334,0.6536666666666667,335205.5,0.5563333333333333,0.00011010166666666668,0.08206666666666666,-10.729666666666663,0.04466666666666667,119.44566666666668,0.5668333333333333,57.5,9,1,6,pop
217,ABBA,0.3544835537190084,0.5756363636363627,234265.7685950413,0.6479735537190087,0.02773169487603306,0.19293966942148785,-8.49711570247933,0.03674132231404953,121.87723140495858,0.6672644628099172,40.81818181818182,9,1,242,pop
219,ABN,0.16017500000000004,0.75725,300163.25,0.72525,0.0,0.22275,-6.952000000000001,0.19,137.14249999999998,0.54975,41.25,4,0,8,rap
220,ABSRDST,0.0383,0.6509999999999999,241711.0,0.7929999999999999,0.022,0.17800000000000002,-5.2879999999999985,0.0837,146.07,0.261,55.0,5,1,1,pop
221,AC/DC,0.030241769333333363,0.4691200000000005,263588.7333333333,0.8507533333333335,0.22754557733333325,0.2915339999999997,-4.809519999999996,0.07204000000000002,128.70656666666667,0.4950993333333338,48.84,9,1,300,rock
222,ACOT,0.000319,0.73,169912.0,0.5670000000000001,8.54e-06,0.105,-8.085,0.0587,119.997,0.171,64.0,1,0,2,rap
223,AFI,0.034671296666666664,0.3927999999999999,190969.7,0.8800999999999999,0.03756992433333335,0.2168,-5.1636333333333315,0.08270333333333336,126.57370000000007,0.4476,42.86666666666667,4,0,60,punk
226,AJ Mitchell,0.3817,0.604,189474.5,0.526875,2.525e-07,0.07659999999999999,-5.99025,0.036775,111.603375,0.331125,73.75,5,1,8,pop
227,AJ Rafael,0.5154,0.6799999999999999,208678.0,0.4596,0.0,0.13935999999999998,-6.3206000000000016,0.03478,113.7878,0.6424,58.6,7,1,5,indie
228,AJ Tracey,0.0262,0.871,183066.0,0.87,1.98e-06,0.109,-4.797,0.202,150.14700000000005,0.83,62.0,9,1,1,hip hop
229,AJJ,0.20934485714285714,0.508,159988.42857142858,0.6465714285714287,9.285714285714288e-06,0.3514428571428571,-6.921428571428571,0.07682857142857144,100.10914285714284,0.7327142857142858,48.57142857142857,0,1,14,folk
230,AJR,0.21362188679245286,0.5992452830188679,216926.8867924529,0.6470566037735849,0.00015436188679245294,0.16887735849056604,-5.646603773584906,0.06692830188679247,113.4057924528302,0.5113962264150944,57.509433962264154,7,1,53,rock
231,AL-X The Great,0.282,0.797,173558.0,0.518,0.0,0.0954,-12.625,0.281,139.988,0.7170000000000001,55.0,7,1,1,rap
